연월,시도,월평균기온,월평균최고기온,월평균최저기온,가구수(개),공급량(㎥),총인구수
2022-07,대전,27.0,31.5,23.4,621934,6774.0,1448182
2022-08,대전,25.7,29.6,22.7,623496,6210.0,1448240
2022-09,대전,21.8,27.5,17.4,622977,8238.0,1446602
2022-10,대전,14.3,20.7,9.1,625821,18159.0,1446863
2022-11,대전,9.5,16.6,3.8,627074,35640.0,1446749
2022-12,대전,-2.0,3.3,-6.4,638282,75520.0,1446072
2023-01,대전,-0.9,5.3,-5.9,639022,72825.0,1445806
2023-02,대전,2.4,8.8,-2.9,643764,56256.0,1445875
2023-03,대전,10.2,17.8,3.0,637388,36550.0,1445519
2023-04,대전,13.7,19.9,7.6,635272,21562.0,1445214
2023-05,대전,19.0,25.0,13.2,633801,13853.0,1445221
2023-06,대전,23.6,29.2,18.9,634936,8167.0,1445126
2023-07,대전,25.8,30.2,22.6,633438,7016.0,1444898
2023-08,대전,27.0,31.7,23.2,633566,6207.0,1444837
2023-09,대전,22.8,27.5,19.2,631538,7007.0,1444595
2023-10,대전,15.0,21.4,9.8,634733,14419.0,1443965
2023-11,대전,7.6,13.2,2.6,634574,36113.0,1443106
2023-12,대전,2.2,7.3,-2.0,642523,63791.0,1442216
2024-01,대전,0.3,5.3,-3.9,644397,69596.0,1441562
2024-02,대전,4.3,9.1,0.2,644513,53257.0,1441536
2024-03,대전,7.2,13.1,1.8,639689,49110.0,1441689
2024-04,대전,16.1,22.6,10.3,638391,17748.0,1441272
2024-05,대전,18.5,24.8,12.4,636778,12947.0,1441119
2024-06,대전,24.0,30.0,18.5,635114,8740.0,1440558
2024-07,대전,26.6,30.4,23.7,625501,7027.0,1439889
2024-08,대전,28.7,33.5,25.0,623873,5789.0,1439926
2024-09,대전,25.8,31.0,22.0,607445,5448.0,1440456
2024-10,대전,16.3,21.5,12.1,612760,12498.0,1440094
2024-11,대전,9.7,16.1,4.6,611068,29159.0,1439687
2024-12,대전,1.8,6.7,-2.3,621651,64154.0,1439157
2025-01,대전,0.5,6.0,-4.1,620974,71955.0,1438974
2025-02,대전,-0.1,5.8,-5.1,629371,64714.0,1439809
2025-03,대전,8.6,14.9,3.1,622666,44404.0,1439482
2025-04,대전,14.4,21.5,7.8,620860,24667.0,1439393
2025-05,대전,18.0,23.6,12.5,617390,15508.0,1439607
2025-06,대전,24.0,29.5,19.2,639947,8548.0,1439764
2025-07,대전,28.3,32.9,24.3,619364,6481.0,1440682
2025-08,대전,28.2,32.9,24.4,622196,5943.0,1441596
2025-09,대전,23.3,27.7,20.1,619105,5854.0,1442228
2025-10,대전,16.9,21.5,13.4,621496,11990.0,1442046
2025-11,대전,8.9,15.5,3.6,620980,34386.0,1441886
2025-12,대전,2.3,7.6,-2.5,668324,61825.0,1440729
2026-01,대전,-1.8,3.5,-6.8,633513,78219.0,1440550
2026-02,대전,2.8,9.3,-2.8,637517,54867.0,1441405
2026-03,대전,8.2,15.0,2.4,630537,44645.0,1441779
2026-04,대전,14.8,21.7,8.1,630671,21002.0,1441687
2026-05,대전,19.7,26.1,13.6,625455,12988.0,1442213
2026-06,대전,23.6,29.3,18.5,629720,7997.0,1442034
2021-01,부산,3.3,7.9,-0.8,1462879,152612.5463,3389388
2021-02,부산,7.2,11.9,3.2,1466681,99158.53328,3387761
2021-03,부산,11.4,15.9,7.7,1467414,83935.78174,3372399
2021-04,부산,14.7,19.7,10.8,1469895,48963.8944,3369704
2021-05,부산,17.7,21.5,14.7,1472396,34528.04668,3367334
2021-06,부산,21.9,25.4,19.3,1474247,20525.42167,3364358
2021-07,부산,26.3,29.5,24.0,1476744,17889.32317,3361781
2021-08,부산,26.2,29.4,23.8,1477693,13994.8416,3359527
2021-09,부산,22.9,26.4,20.5,1479270,17579.67791,3358763
2021-10,부산,18.7,23.3,15.2,1486056,31761.9844,3356311
2021-11,부산,12.5,17.4,8.6,1491821,65621.60719,3353627
2021-12,부산,6.0,10.8,1.9,1495405,117575.6289,3350380
2022-01,부산,4.0,9.2,0.0,1498852,144575.6239,3348874
2022-02,부산,3.6,8.8,-0.5,1499621,123219.0853,3347396
2022-03,부산,10.5,14.8,6.8,1503324,93694.2801,3343504
2022-04,부산,14.9,19.1,11.4,1505965,51876.92972,3340214
2022-05,부산,19.0,23.4,15.3,1507570,32254.20484,3338167
2022-06,부산,21.7,24.9,19.4,1506208,19529.81489,3336737
2022-07,부산,26.2,29.7,23.7,1506208,15708.24094,3334595
2022-08,부산,26.4,29.7,24.0,1512538,12799.1665,3331444
2022-09,부산,22.9,26.9,20.2,1519158,17804.06301,3323826
2022-10,부산,17.6,22.7,14.0,1524575,30996.23553,3322286
2022-11,부산,14.4,19.8,10.4,1529277,52091.05217,3320276
2022-12,부산,3.3,8.1,-0.3,1509272,130345.7903,3317812
2023-01,부산,3.8,8.9,-0.2,1510133,133174.9699,3316107
2023-02,부산,6.8,11.8,2.9,1511895,102671.3859,3315516
2023-03,부산,12.3,17.0,8.5,1515843,70856.75286,3313539
2023-04,부산,14.6,19.0,11.0,1515702,43586.16978,3311402
2023-05,부산,17.9,21.6,14.9,1516986,33278.08894,3309261
2023-06,부산,22.5,26.0,19.9,1518952,18716.84155,3306993
2023-07,부산,25.5,28.5,23.3,1519711,17220.89392,3305052
2023-08,부산,27.8,31.0,25.5,1522133,13056.41299,3302740
2023-09,부산,24.5,28.2,21.9,1527550,15274.45508,3300836
2023-10,부산,18.3,23.3,14.9,1528787,25445.26626,3298213
2023-11,부산,11.8,16.7,7.9,1533988,58094.20288,3295496
2023-12,부산,6.4,10.8,2.7,1522927,117273.1713,3293362
2024-01,부산,5.1,9.8,1.3,1525881,127802.1223,3290964
2024-02,부산,7.4,11.5,4.2,1527602,110188.8667,3289401
2024-03,부산,9.6,14.1,5.6,1532691,91217.75709,3287292
2024-04,부산,15.9,20.2,12.6,1530669,40186.57188,3284947
2024-05,부산,18.6,23.3,14.7,1531838,31229.31713,3282751
2024-06,부산,22.6,26.4,19.7,1533552,18875.70298,3280749
2024-07,부산,26.0,29.0,23.8,1532117,15008.40199,3278280
2024-08,부산,29.1,32.9,26.3,1534014,12005.69509,3275593
2024-09,부산,26.7,30.8,23.9,1533100,11602.64823,3273473
2024-10,부산,19.5,23.8,16.4,1530516,22350.36037,3271062
2024-11,부산,13.7,18.3,10.4,1531404,48025.05126,3268993
2024-12,부산,5.7,10.5,2.0,1531354,115499.3874,3266598
2025-01,부산,4.0,8.8,0.2,1524313,138457.6724,3263891
2025-02,부산,2.9,7.9,-1.2,1527827,126105.0208,3262337
2025-03,부산,9.8,14.2,6.0,1534968,91042.01917,3259219
2025-04,부산,14.0,18.3,10.4,1535129,49995.29136,3256408
2025-05,부산,17.4,21.4,14.1,1535191,31646.12805,3254457
2025-06,부산,22.3,25.7,19.7,1535501,19059.04665,3252830
2025-07,부산,27.8,31.3,24.9,1536384,14080.32572,3251625
2025-08,부산,28.4,31.9,25.8,1536463,13022.0,3249975
2025-09,부산,25.6,29.6,23.1,1537522,12260.0,3248359
2025-10,부산,19.6,23.6,17.0,1537066,20784.0,3246304
2025-11,부산,12.9,17.9,8.7,1538065,57626.0,3243759
2025-12,부산,7.0,11.9,2.8,1537737,108588.0,3241600
2026-01,부산,3.0,7.9,-1.3,1537968,142236.0,3239711
2026-02,부산,6.9,11.8,2.8,1540511,101832.0,3239016
2026-03,부산,10.4,15.3,6.8,1543025,90004.0,3237227
2026-04,부산,15.9,20.5,12.4,1544346,39641.0,3235361
2026-05,부산,19.4,24.0,15.7,1545904,27808.0,3234293
2026-06,부산,22.6,26.2,19.8,1546812,18342.0,3232370
2021-01,서울,-2.4,2.2,-6.8,4335247,532844.8125,9657969
2021-02,서울,2.7,7.9,-2.2,4334099,451917.9762,9648606
2021-03,서울,9.0,14.8,4.3,4344746,311603.7136,9598484
2021-04,서울,14.2,19.5,9.5,4332352,200028.5146,9588711
2021-05,서울,17.1,21.9,12.8,4328721,130488.9654,9575355
2021-06,서울,22.8,27.6,18.9,4325667,82068.12191,9565990
2021-07,서울,28.1,32.2,24.6,4327724,39573.70054,9558153
2021-08,서울,25.9,29.7,22.8,4324931,50774.77562,9550227
2021-09,서울,22.6,26.9,18.8,4325530,44901.64761,9542256
2021-10,서울,15.6,20.5,11.6,4327740,103816.3766,9532428
2021-11,서울,8.2,13.1,4.0,4339777,242035.421,9520880
2021-12,서울,0.6,5.1,-3.5,4357591,392608.7963,9509458
2022-01,서울,-2.2,2.6,-6.2,4372628,515537.5638,9505926
2022-02,서울,-1.1,3.8,-5.3,4378898,494221.6533,9508451
2022-03,서울,7.7,12.7,3.2,4386378,357713.1305,9506778
2022-04,서울,14.8,20.6,10.0,4374432,221165.4978,9500480
2022-05,서울,19.1,25.0,13.9,4375711,111884.7022,9496887
2022-06,서울,23.3,27.5,19.8,4369786,69655.89439,9494807
2022-07,서울,27.3,31.0,24.2,4368643,50800.95798,9493211
2022-08,서울,25.7,28.9,23.1,4369324,43425.53808,9488454
2022-09,서울,22.4,27.2,18.2,4372501,60957.74849,9450768
2022-10,서울,14.6,19.7,10.3,4374590,103218.9915,9443722
2022-11,서울,10.0,15.4,5.6,4384222,217409.8829,9436836
2022-12,서울,-2.8,1.7,-6.6,4408416,424961.7908,9428372
2023-01,서울,-1.5,3.2,-5.7,4415055,502781.4391,9424873
2023-02,서울,2.3,7.3,-1.9,4422785,424101.4057,9427583
2023-03,서울,9.8,16.2,4.2,4428011,278494.5819,9426404
2023-04,서울,13.8,19.0,8.8,4415367,175692.8375,9422710
2023-05,서울,19.5,25.0,14.6,4416873,108615.4638,9418885
2023-06,서울,23.4,27.9,19.7,4413183,63318.96461,9414093
2023-07,서울,26.7,30.2,23.9,4412477,46660.87541,9411260
2023-08,서울,27.2,30.8,24.3,4410798,40678.28058,9409466
2023-09,서울,23.7,27.6,20.2,4412500,46168.96154,9407540
2023-10,서울,15.8,21.0,11.5,4413713,80095.5869,9400249
2023-11,서울,6.8,11.5,2.9,4429074,219108.758,9390925
2023-12,서울,1.1,5.2,-2.5,4444047,381836.2619,9386034
2024-01,서울,-0.5,3.6,-3.9,4454247,458443.1191,9384325
2024-02,서울,3.8,8.2,0.2,4456358,402006.1807,9386705
2024-03,서울,7.0,12.0,2.4,4459405,318207.7942,9384739
2024-04,서울,16.3,22.4,11.5,4446582,177398.3534,9378269
2024-05,서울,18.5,23.7,13.8,4442557,94670.83835,9371930
2024-06,서울,24.6,30.1,19.9,4432437,65398.24158,9366283
2024-07,서울,26.6,29.6,24.1,4433685,46675.05973,9360400
2024-08,서울,29.3,33.3,26.3,4425770,41220.79434,9355801
2024-09,서울,25.5,29.8,22.0,4420632,40656.16894,9350995
2024-10,서울,16.7,21.4,12.7,4425029,65916.23583,9343304
2024-11,서울,9.7,14.9,5.5,4429426,176784.068,9335495
2024-12,서울,0.8,5.3,-2.9,4451439,375684.1107,9331828
2025-01,서울,-0.4,3.9,-4.1,4459259,468686.3213,9330658
2025-02,서울,-1.2,3.9,-5.3,4463326,446361.6945,9334828
2025-03,서울,8.0,13.6,3.3,4472328,325449.0271,9335734
2025-04,서울,13.4,19.0,8.2,4433424,207534.2514,9331860
2025-05,서울,17.8,22.7,13.3,4455034,113315.9523,9328042
2025-06,서울,24.0,28.5,20.0,4438247,68114.49908,9325616
2025-07,서울,28.8,32.6,25.7,4440366,43913.71912,9323492
2025-08,서울,28.2,31.9,25.3,4430637,39782.13011,9321863
2025-09,서울,23.5,27.4,20.3,4436930,39852.63924,9318500
2025-10,서울,16.5,20.4,13.1,4435409,74153.49629,9313532
2025-11,서울,9.0,14.2,4.6,4440226,211406.5143,9305678
2025-12,서울,1.2,5.3,-2.8,4450954,360942.9899,9299548
2026-01,서울,-3.6,1.0,-7.8,4369827,492354.9938,9299701
2026-02,서울,2.7,7.9,-2.0,4369509,440350.628,9304129
2026-03,서울,8.2,13.9,3.5,4375292,299125.127,9304400
2026-04,서울,15.0,21.3,9.4,4330559,177600.114,9298673
2026-05,서울,19.6,25.3,14.6,4316918,88053.32002,9295082
2026-06,서울,24.0,29.4,19.5,4312059,60746.78412,9289813
2021-01,세종,-1.0,4.6,-6.0,111000,4993.967,357871
2021-02,세종,4.0,10.0,-1.6,111044,4040.989,359569
2021-03,세종,9.6,15.9,4.0,111412,2792.43,360462
2021-04,세종,14.7,20.9,8.9,111054,2004.46,361396
2021-05,세종,17.7,23.1,12.8,110920,1383.166,362036
2021-06,세종,23.5,28.5,19.1,110826,1017.123,362995
2021-07,세종,27.8,32.3,24.0,110774,797.513,364364
2021-08,세종,25.8,29.9,22.6,110729,738.816,365309
2021-09,세종,22.4,26.8,18.9,110938,828.315,366560
2021-10,세종,15.7,21.9,10.8,111380,1170.905,368276
2021-11,세종,8.9,14.9,4.0,111593,2492.897,369465
2021-12,세종,1.9,7.6,-3.0,111971,3841.352,371895
2022-01,세종,-0.8,5.2,-5.9,111998,4884.363,374377
2022-02,세종,0.1,6.1,-5.2,111936,4472.616,376399
2022-03,세종,8.3,14.5,2.5,112464,3254.28,377296
2022-04,세종,14.9,21.9,8.3,112704,2199.268,378196
2022-05,세종,19.4,26.3,12.7,112884,1262.201,379340
2022-06,세종,24.1,29.4,19.8,112854,912.092,380215
2022-07,세종,27.0,31.5,23.4,112844,755.579,380889
2022-08,세종,25.7,29.6,22.7,112552,705.576,381439
2022-09,세종,21.8,27.5,17.4,113023,813.411,381925
2022-10,세종,14.3,20.7,9.1,113427,1327.659,382258
2022-11,세종,9.5,16.6,3.8,113394,2275.064,382770
2022-12,세종,-2.0,3.3,-6.4,113631,4287.934,383591
2023-01,세종,-0.9,5.3,-5.9,113503,4640.749,384496
2023-02,세종,2.4,8.8,-2.9,113359,4130.792,385285
2023-03,세종,10.2,17.8,3.0,113892,2682.846,385609
2023-04,세종,13.7,19.9,7.6,113596,1861.25,385825
2023-05,세종,19.0,25.0,13.2,113335,1223.773,386050
2023-06,세종,23.6,29.2,18.9,113068,887.844,386126
2023-07,세종,25.8,30.2,22.6,112801,731.562,386192
2023-08,세종,27.0,31.7,23.2,112388,635.687,385953
2023-09,세종,22.8,27.5,19.2,112500,671.243,385932
2023-10,세종,15.0,21.4,9.8,112554,1114.372,386079
2023-11,세종,7.6,13.2,2.6,112484,2273.337,386256
2023-12,세종,2.2,7.3,-2.0,112384,3721.635,386525
2024-01,세종,0.3,5.3,-3.9,112062,4403.498,386944
2024-02,세종,4.3,9.1,0.2,111565,3787.964,387193
2024-03,세종,7.2,13.1,1.8,111700,3112.514,387411
2024-04,세종,16.1,22.6,10.3,111288,1730.29,387726
2024-05,세종,18.5,24.8,12.4,110925,1092.239,387774
2024-06,세종,24.0,30.0,18.5,110750,866.08,387940
2024-07,세종,26.6,30.4,23.7,110553,703.444,388788
2024-08,세종,28.7,33.5,25.0,110115,595.377,389370
2024-09,세종,25.8,31.0,22.0,109917,621.917,389443
2024-10,세종,16.3,21.5,12.1,110102,958.684,389978
2024-11,세종,9.7,16.1,4.6,110497,1872.286,390603
2024-12,세종,1.8,6.7,-2.3,110303,3671.824,390685
2025-01,세종,0.5,6.0,-4.1,110466,4309.419,390910
2025-02,세종,-0.1,5.8,-5.1,110320,4461.655,391669
2025-03,세종,8.6,14.9,3.1,110610,2970.507,391812
2025-04,세종,14.4,21.5,7.8,110027,1984.014,391992
2025-05,세종,18.0,23.6,12.5,109875,1270.87,392211
2025-06,세종,24.0,29.5,19.2,109653,860.535,392223
2025-07,세종,28.3,32.9,24.3,109389,660.929,392154
2025-08,세종,28.2,32.9,24.4,109043,590.517,391984
2025-09,세종,23.3,27.7,20.1,109238,606.216,392230
2025-10,세종,16.9,21.5,13.4,108974,880.274,392406
2025-11,세종,8.9,15.5,3.6,109239,2115.59,392495
2025-12,세종,2.3,7.6,-2.5,109044,3494.997,391965
2026-01,세종,-1.8,3.5,-6.8,108847,4696.691,391477
2026-02,세종,2.8,9.3,-2.8,108329,4274.937,391240
2026-03,세종,8.2,15.0,2.4,108750,2879.77,391072
2026-04,세종,14.8,21.7,8.1,108128,1747.967,391024
2026-05,세종,19.7,26.1,13.6,107939,1093.077,391064
2026-06,세종,23.6,29.3,18.5,107623,812.823,390923
2021-01,울산,2.1,6.8,-2.6,457853,60372.55062,1135370
2021-02,울산,6.5,11.9,1.6,458375,49409.09387,1132953
2021-03,울산,10.5,15.4,5.9,459324,36496.25225,1129254
2021-04,울산,13.8,19.0,9.1,459585,25322.0,1128163
2021-05,울산,17.8,22.7,13.1,459779,16042.0168,1127175
2021-06,울산,21.7,25.8,18.2,460006,10584.96168,1126369
2021-07,울산,25.9,29.8,22.8,460611,7931.477656,1125727
2021-08,울산,25.3,29.2,22.5,460762,6469.667693,1124459
2021-09,울산,22.1,25.6,19.5,461206,7718.461558,1123236
2021-10,울산,17.1,22.1,13.0,461854,12094.16464,1122566
2021-11,울산,11.1,16.6,6.1,462672,25669.44437,1122495
2021-12,울산,4.7,9.8,-0.1,464252,43580.50489,1121592
2022-01,울산,2.6,8.0,-1.7,465013,56830.72091,1121100
2022-02,울산,2.7,7.7,-1.8,464798,55710.098,1119446
2022-03,울산,9.9,15.0,4.9,466390,40224.61393,1118010
2022-04,울산,14.7,20.1,9.8,466265,26342.29804,1117204
2022-05,울산,19.2,24.9,13.8,466394,14814.64582,1116482
2022-06,울산,22.4,26.6,19.1,466902,9693.6605,1115609
2022-07,울산,26.0,30.0,22.9,467347,6651.71786,1114753
2022-08,울산,26.4,30.2,23.4,468109,5645.65541,1113458
2022-09,울산,21.7,25.6,18.4,468629,7415.94761,1112191
2022-10,울산,16.0,21.0,11.8,469364,12293.97311,1111707
2022-11,울산,12.7,18.3,7.7,470612,22559.03783,1111371
2022-12,울산,2.0,6.8,-2.1,471006,45270.5525,1110663
2023-01,울산,2.6,7.9,-2.1,471109,55588.87027,1110074
2023-02,울산,5.2,10.4,0.6,471060,48696.66189,1108665
2023-03,울산,11.4,17.2,6.3,471948,30582.85732,1107746
2023-04,울산,14.1,18.8,9.2,472135,20637.85948,1107134
2023-05,울산,17.8,22.5,13.3,472600,14620.90969,1106446
2023-06,울산,22.3,26.9,18.4,472563,9370.61755,1106015
2023-07,울산,25.8,29.8,22.5,473215,7055.13265,1105326
2023-08,울산,26.5,30.2,23.6,473744,5988.82766,1104448
2023-09,울산,22.9,26.5,20.2,474516,6474.19862,1104167
2023-10,울산,16.4,21.9,11.7,474343,10233.80644,1104031
2023-11,울산,10.4,16.1,5.2,476261,22077.34537,1103752
2023-12,울산,4.9,9.6,0.6,476965,42585.66613,1103661
2024-01,울산,3.4,8.3,-0.7,478087,51196.97562,1103402
2024-02,울산,6.0,10.0,2.5,478367,48304.46821,1102161
2024-03,울산,8.6,13.3,3.6,479411,38869.1796,1101336
2024-04,울산,14.9,20.2,10.6,479993,23560.17002,1101059
2024-05,울산,17.9,23.5,12.4,480015,14051.56822,1100609
2024-06,울산,22.6,27.4,18.4,480536,9340.57197,1100304
2024-07,울산,26.9,30.6,23.8,481271,7041.38305,1099866
2024-08,울산,28.0,32.3,24.5,481367,5385.48668,1099231
2024-09,울산,24.7,29.0,21.5,481839,5253.0938,1098728
2024-10,울산,17.8,21.9,14.3,482021,9929.05021,1098540
2024-11,울산,11.8,16.4,7.8,486300,20347.5441,1098312
2024-12,울산,4.1,8.8,0.0,487354,39677.88116,1098049
2025-01,울산,2.5,7.6,-1.8,488105,54083.51026,1097821
2025-02,울산,1.9,7.0,-2.7,488374,62625.34477,1095778
2025-03,울산,9.2,14.4,4.3,488730,35614.29401,1095014
2025-04,울산,13.9,19.6,8.2,488082,21009.87947,1094460
2025-05,울산,17.0,22.0,12.3,485908,13095.47557,1094027
2025-06,울산,23.2,28.3,18.7,487946,8213.56991,1093665
2025-07,울산,27.0,31.5,23.1,488441,6550.29023,1093317
2025-08,울산,27.9,32.2,24.1,488248,5681.80374,1092989
2025-09,울산,23.8,27.8,20.8,488683,5389.59596,1092634
2025-10,울산,17.4,20.8,14.8,488856,10942.42518,1092797
2025-11,울산,10.9,16.7,6.0,490657,26434.05553,1092573
2025-12,울산,5.1,10.0,0.4,491613,45717.89387,1091948
2026-01,울산,1.5,6.5,-3.3,492443,59059.11554,1091281
2026-02,울산,5.7,11.0,0.5,492269,44151.07893,1089835
2026-03,울산,8.9,13.7,4.5,493176,35919.11324,1088672
2026-04,울산,14.8,20.1,10.3,493122,17056.3881,1088041
2026-05,울산,19.0,24.4,13.7,493107,11397.0076,1087466
2026-06,울산,21.6,25.7,17.9,493107,11397.0076,1087089
2021-01,인천,-2.0,1.8,-5.9,1153826,136583.2786,2942452
2021-02,인천,2.1,6.3,-2.0,1155157,114530.9148,2941705
2021-03,인천,7.7,12.3,4.2,1155684,84512.74968,2936461
2021-04,인천,13.2,17.3,9.6,1151573,50680.33969,2936214
2021-05,인천,16.2,20.2,12.7,1148664,35601.68923,2936382
2021-06,인천,21.6,25.3,18.6,1147730,22600.34184,2936367
2021-07,인천,27.2,30.4,24.6,1145626,12591.02763,2937440
2021-08,인천,25.5,28.6,22.9,1144834,10768.19512,2938429
2021-09,인천,22.7,26.1,19.6,1146399,13376.62938,2941795
2021-10,인천,16.0,19.6,12.5,1149940,20251.00406,2945009
2021-11,인천,8.8,12.6,5.3,1157060,52826.19921,2946319
2021-12,인천,1.3,5.1,-2.3,1164556,94870.13365,2948375
2022-01,인천,-2.2,1.7,-5.6,1171380,131049.8301,2949150
2022-02,인천,-1.3,2.4,-4.5,1172276,126898.0784,2950978
2022-03,인천,6.7,10.8,3.3,1172105,93801.67977,2952699
2022-04,인천,12.9,17.3,9.4,1169742,59168.36778,2953260
2022-05,인천,17.1,21.4,13.5,1169266,30307.25574,2955167
2022-06,인천,21.9,25.4,19.2,1201359,17834.61319,2957066
2022-07,인천,26.2,29.5,23.8,1169234,15848.95198,2960580
2022-08,인천,24.9,27.3,22.7,1170053,11960.05724,2963117
2022-09,인천,22.0,26.0,18.7,1169619,14354.86469,2960097
2022-10,인천,14.4,18.4,10.9,1172838,22026.58597,2962388
2022-11,인천,10.2,14.4,6.5,1176428,48791.20547,2964820
2022-12,인천,-2.6,0.9,-6.0,1183778,94662.53411,2967314
2023-01,인천,-1.6,2.2,-5.1,1189166,133265.9307,2969502
2023-02,인천,1.6,5.4,-1.6,1192489,110942.7795,2971788
2023-03,인천,8.1,13.0,4.0,1192910,76946.25846,2974481
2023-04,인천,12.7,17.0,8.8,1191100,46052.49444,2976338
2023-05,인천,18.0,22.4,14.5,1188210,31258.78056,2978089
2023-06,인천,21.8,25.4,19.0,1187055,16014.27062,2978749
2023-07,인천,25.7,28.4,23.4,1186810,14501.1376,2981553
2023-08,인천,26.6,29.7,24.2,1187458,11171.96762,2985152
2023-09,인천,23.5,26.7,20.8,1191196,11952.60309,2987918
2023-10,인천,16.3,20.1,12.9,1195204,16524.08702,2990276
2023-11,인천,6.9,10.7,3.4,1201269,42935.78334,2993492
2023-12,인천,1.2,4.5,-2.0,1207616,101170.2383,2997410
2024-01,인천,-0.6,2.7,-3.6,1214621,120175.3607,3000454
2024-02,인천,3.3,6.9,0.2,1214823,105906.1718,3003150
2024-03,인천,6.3,10.5,2.6,1229769,85042.30008,3006045
2024-04,인천,14.6,19.6,10.7,1228721,47786.53784,3008484
2024-05,인천,16.9,20.9,13.3,1224275,25980.11624,3009873
2024-06,인천,22.7,26.7,19.6,1223468,16376.43786,3011073
2024-07,인천,25.7,28.3,23.6,1222870,15498.50258,3012997
2024-08,인천,28.8,32.2,26.3,1219779,11701.2585,3014770
2024-09,인천,25.4,28.9,22.3,1218732,10231.40622,3016520
2024-10,인천,17.0,20.9,13.5,1220244,13563.83877,3017928
2024-11,인천,9.9,14.1,6.3,1223578,35963.28251,3018589
2024-12,인천,0.9,4.5,-2.3,1215232,90362.74216,3021010
2025-01,인천,-0.6,2.7,-3.7,1219560,120959.4502,3023649
2025-02,인천,-1.4,2.6,-4.8,1222416,121761.8855,3027854
2025-03,인천,6.7,11.4,2.9,1222774,87207.27289,3031361
2025-04,인천,11.9,16.2,7.8,1219651,54360.99697,3033844
2025-05,인천,16.5,20.4,13.2,1215831,33638.94681,3037049
2025-06,인천,22.0,25.6,19.1,1215361,17164.53441,3039450
2025-07,인천,27.4,30.5,24.8,1214196,14747.84649,3041215
2025-08,인천,27.4,30.3,25.2,1212137,10292.05467,3043162
2025-09,인천,23.5,26.7,20.6,1211860,9827.465455,3046754
2025-10,인천,16.4,19.9,13.2,1213008,15853.46193,3049315
2025-11,인천,9.2,13.3,5.4,1217197,45531.88833,3050547
2025-12,인천,1.4,5.1,-2.4,1224098,88097.60115,3051961
2026-01,인천,-3.6,0.2,-7.4,1228846,127300.4306,3053308
2026-02,인천,2.1,6.3,-1.9,1230455,117932.075,3054367
2026-03,인천,6.7,11.4,3.1,1228545,82168.85544,3055983
2026-04,인천,13.1,18.3,9.0,1224213,47565.27234,3057226
2026-05,인천,18.6,23.1,14.7,1221543,26202.76808,3058623
2026-06,인천,23.1,27.5,19.5,1219731,14212.1169,3061002
2021-01,전국,-1.1,4.5,-6.3,19366032,2218597.18692,51825932
2021-02,전국,3.4,9.4,-2.2,19379758,1783124.27156,51824142
2021-03,전국,8.7,14.8,3.1,19398541,1312719.16967,51705905
2021-04,전국,13.2,19.3,7.3,19362455,837645.66687,51702100
2021-05,전국,16.6,22.2,11.4,19363817,565968.99025,51683025
2021-06,전국,21.7,26.7,17.5,19274342,348760.442599,51672400
2021-07,전국,26.0,30.8,22.2,19311336,233171.246881,51671569
2021-08,전국,24.8,29.2,21.5,19285028,218816.551078,51669716
2021-09,전국,21.3,25.8,17.7,19341615,230353.517278,51667688
2021-10,전국,15.1,21.2,10.4,19442777,460547.13259,51662290
2021-11,전국,8.3,14.5,3.3,19520480,1000713.58819,51652704
2021-12,전국,1.9,7.4,-3.1,19631879,1688596.59293,51638809
2022-01,전국,-0.8,5.0,-6.0,19703804,2156699.38132,51632473
2022-02,전국,-0.1,5.7,-5.4,19729341,1998975.50593,51625561
2022-03,전국,7.7,13.7,2.0,19742388,1495276.79629,51610695
2022-04,전국,13.8,20.4,7.5,19715581,917371.85008,51592660
2022-05,전국,18.0,24.6,11.5,19723449,493945.29732,51583722
2022-06,전국,22.4,27.2,18.3,19727830,304640.568935,51578178
2022-07,전국,25.9,30.3,22.5,19714793,254935.639364,51574446
2022-08,전국,25.3,29.1,22.1,19747423,204359.043601,51558441
2022-09,전국,21.0,26.3,16.6,19787085,253799.95861,51466658
2022-10,전국,14.0,20.1,8.9,19864479,469725.94415,51459626
2022-11,전국,9.6,16.5,3.9,19982387,889523.16289,51450829
2022-12,전국,-1.4,3.8,-6.0,19988887,1781981.30633,51439038
2023-01,전국,-0.6,5.1,-5.8,20027162,2122524.26342,51430018
2023-02,전국,2.5,8.5,-2.8,20128774,1738554.92332,51421479
2023-03,전국,9.4,16.5,2.7,20117154,1179015.2944999998,51414281
2023-04,전국,13.1,19.1,7.1,20062565,745571.59051,51408155
2023-05,전국,17.9,23.6,12.4,19993088,488759.84819,51400521
2023-06,전국,22.3,27.5,18.0,19947852,285026.439842,51392745
2023-07,전국,25.5,29.6,22.4,19947147,246399.404316,51387133
2023-08,전국,26.4,30.9,22.9,19924866,197783.299815,51377213
2023-09,전국,22.6,27.1,19.0,20023108,214503.35477,51370001
2023-10,전국,14.7,21.1,9.6,20027247,372053.56624,51354226
2023-11,전국,7.9,13.5,2.9,20100341,886160.35798,51337076
2023-12,전국,2.4,7.3,-2.1,20241764,1669185.03825,51325329
2024-01,전국,0.9,5.7,-3.4,20415086,1944867.31823,51313912
2024-02,전국,4.1,8.8,0.0,20482959,1691701.92612,51303688
2024-03,전국,6.9,12.6,1.4,20444393,1393089.69565,51293934
2024-04,전국,14.9,21.1,9.4,20414270,753929.5420199999,51285153
